OG0008004	ABIPU.4984	ABIPU
OG0008004	CIMPU.12864	CIMPU
OG0008004	CMONT.14194	CMONT
OG0008004	CSEPT.13170	CSEPT
OG0008004	DHELO.8833	DHELO
OG0008004	HAXYR.3363	HAXYR
OG0008004	HSEDE.3520	HSEDE
OG0008004	HVIGI.1924	HVIGI
OG0008004	HVIMA.18099	HVIMA
OG0008004	MDISC.4368	MDISC
OG0008004	NPUMI.1671	NPUMI
OG0008004	PJAPO.37674	PJAPO
OG0002117	ABIPU.5584	ABIPU
OG0002117	CIMPU.22533	CIMPU
OG0002117	CMONT.786	CMONT
OG0002117	CSEPT.10313	CSEPT
OG0002117	DHELO.8680	DHELO
OG0002117	HAXYR.4230	HAXYR
OG0002117	HSEDE.8679	HSEDE
OG0002117	HVIGI.1752	HVIGI
OG0002117	HVIMA.15968	HVIMA
OG0002117	MDISC.4852	MDISC
OG0002117	NPUMI.7663	NPUMI
OG0002117	PJAPO.5710	PJAPO
OG0007057	ABIPU.9223	ABIPU
OG0007057	CIMPU.7283	CIMPU
OG0007057	CMONT.20958	CMONT
OG0007057	CSEPT.1876	CSEPT
OG0007057	DHELO.16893	DHELO
OG0007057	HAXYR.9115	HAXYR
OG0007057	HSEDE.8304	HSEDE
OG0007057	HVIGI.10184	HVIGI
OG0007057	HVIMA.6477	HVIMA
OG0007057	MDISC.5993	MDISC
OG0007057	NPUMI.8885	NPUMI
OG0007057	PJAPO.3507	PJAPO
OG0004988	ABIPU.15757	ABIPU
OG0004988	CIMPU.21780	CIMPU
OG0004988	CMONT.2092	CMONT
OG0004988	CSEPT.10461	CSEPT
OG0004988	DHELO.17123	DHELO
OG0004988	HAXYR.5854	HAXYR
OG0004988	HSEDE.9707	HSEDE
OG0004988	HVIGI.8114	HVIGI
OG0004988	HVIMA.20276	HVIMA
OG0004988	MDISC.2060	MDISC
OG0004988	NPUMI.8730	NPUMI
OG0004988	PJAPO.33863	PJAPO
OG0004381	ABIPU.6125	ABIPU
OG0004381	CIMPU.8376	CIMPU
OG0004381	CMONT.19366	CMONT
OG0004381	CSEPT.2320	CSEPT
OG0004381	DHELO.1845	DHELO
OG0004381	HAXYR.8944	HAXYR
OG0004381	HSEDE.6229	HSEDE
OG0004381	HVIGI.7940	HVIGI
OG0004381	HVIMA.23013	HVIMA
OG0004381	MDISC.2590	MDISC
OG0004381	NPUMI.10411	NPUMI
OG0004381	PJAPO.32283	PJAPO
OG0006276	ABIPU.3668	ABIPU
OG0006276	CIMPU.23929	CIMPU
OG0006276	CMONT.2797	CMONT
OG0006276	CSEPT.791	CSEPT
OG0006276	DHELO.5830	DHELO
OG0006276	HAXYR.1384	HAXYR
OG0006276	HSEDE.1085	HSEDE
OG0006276	HVIGI.21629	HVIGI
OG0006276	HVIMA.7697	HVIMA
OG0006276	MDISC.10509	MDISC
OG0006276	NPUMI.7716	NPUMI
OG0006276	PJAPO.5646	PJAPO
OG0009644	ABIPU.11323	ABIPU
OG0009644	CIMPU.729	CIMPU
OG0009644	CMONT.3561	CMONT
OG0009644	CSEPT.2447	CSEPT
OG0009644	DHELO.23239	DHELO
OG0009644	HAXYR.12162	HAXYR
OG0009644	HSEDE.13614	HSEDE
OG0009644	HVIGI.12399	HVIGI
OG0009644	HVIMA.1088	HVIMA
OG0009644	MDISC.9953	MDISC
OG0009644	NPUMI.2503	NPUMI
OG0009644	PJAPO.34914	PJAPO
OG0005905	ABIPU.14203	ABIPU
OG0005905	CIMPU.19396	CIMPU
OG0005905	CMONT.6366	CMONT
OG0005905	CSEPT.10008	CSEPT
OG0005905	DHELO.1589	DHELO
OG0005905	HAXYR.4859	HAXYR
OG0005905	HSEDE.2006	HSEDE
OG0005905	HVIGI.14057	HVIGI
OG0005905	HVIMA.18595	HVIMA
OG0005905	MDISC.15557	MDISC
OG0005905	NPUMI.3939	NPUMI
OG0005905	PJAPO.5836	PJAPO
OG0005238	ABIPU.13223	ABIPU
OG0005238	CIMPU.27000	CIMPU
OG0005238	CMONT.15003	CMONT
OG0005238	CSEPT.1514	CSEPT
OG0005238	DHELO.8745	DHELO
OG0005238	HAXYR.4211	HAXYR
OG0005238	HSEDE.12961	HSEDE
OG0005238	HVIGI.20569	HVIGI
OG0005238	HVIMA.24395	HVIMA
OG0005238	MDISC.6012	MDISC
OG0005238	NPUMI.15475	NPUMI
OG0005238	PJAPO.35502	PJAPO
OG0006989	ABIPU.7390	ABIPU
OG0006989	CIMPU.11410	CIMPU
OG0006989	CMONT.4145	CMONT
OG0006989	CSEPT.713	CSEPT
OG0006989	DHELO.21316	DHELO
OG0006989	HAXYR.7655	HAXYR
OG0006989	HSEDE.10365	HSEDE
OG0006989	HVIGI.4918	HVIGI
OG0006989	HVIMA.12072	HVIMA
OG0006989	MDISC.6434	MDISC
OG0006989	NPUMI.3928	NPUMI
OG0006989	PJAPO.12348	PJAPO
OG0004552	ABIPU.17968	ABIPU
OG0004552	CIMPU.14848	CIMPU
OG0004552	CMONT.20059	CMONT
OG0004552	CSEPT.5163	CSEPT
OG0004552	DHELO.1232	DHELO
OG0004552	HAXYR.1416	HAXYR
OG0004552	HSEDE.292	HSEDE
OG0004552	HVIGI.17270	HVIGI
OG0004552	HVIMA.18614	HVIMA
OG0004552	MDISC.932	MDISC
OG0004552	NPUMI.19	NPUMI
OG0004552	PJAPO.11019	PJAPO
OG0008705	ABIPU.1504	ABIPU
OG0008705	CIMPU.15499	CIMPU
OG0008705	CMONT.20041	CMONT
OG0008705	CSEPT.8806	CSEPT
OG0008705	DHELO.3294	DHELO
OG0008705	HAXYR.8481	HAXYR
OG0008705	HSEDE.15370	HSEDE
OG0008705	HVIGI.8924	HVIGI
OG0008705	HVIMA.68	HVIMA
OG0008705	MDISC.2049	MDISC
OG0008705	NPUMI.4915	NPUMI
OG0008705	PJAPO.34556	PJAPO
OG0004717	ABIPU.19174	ABIPU
OG0004717	CIMPU.20525	CIMPU
OG0004717	CMONT.4907	CMONT
OG0004717	CSEPT.2524	CSEPT
OG0004717	DHELO.15538	DHELO
OG0004717	HAXYR.5514	HAXYR
OG0004717	HSEDE.12051	HSEDE
OG0004717	HVIGI.7350	HVIGI
OG0004717	HVIMA.21608	HVIMA
OG0004717	MDISC.14494	MDISC
OG0004717	NPUMI.7022	NPUMI
OG0004717	PJAPO.38842	PJAPO
OG0006221	ABIPU.18329	ABIPU
OG0006221	CIMPU.8968	CIMPU
OG0006221	CMONT.8559	CMONT
OG0006221	CSEPT.484	CSEPT
OG0006221	DHELO.4483	DHELO
OG0006221	HAXYR.1394	HAXYR
OG0006221	HSEDE.12516	HSEDE
OG0006221	HVIGI.16956	HVIGI
OG0006221	HVIMA.6780	HVIMA
OG0006221	MDISC.3770	MDISC
OG0006221	NPUMI.12174	NPUMI
OG0006221	PJAPO.23585	PJAPO
OG0004801	ABIPU.19590	ABIPU
OG0004801	CIMPU.8784	CIMPU
OG0004801	CMONT.14105	CMONT
OG0004801	CSEPT.13776	CSEPT
OG0004801	DHELO.7091	DHELO
OG0004801	HAXYR.12589	HAXYR
OG0004801	HSEDE.17628	HSEDE
OG0004801	HVIGI.11338	HVIGI
OG0004801	HVIMA.21533	HVIMA
OG0004801	MDISC.10183	MDISC
OG0004801	NPUMI.11745	NPUMI
OG0004801	PJAPO.28603	PJAPO
OG0007199	ABIPU.497	ABIPU
OG0007199	CIMPU.19511	CIMPU
OG0007199	CMONT.13727	CMONT
OG0007199	CSEPT.3171	CSEPT
OG0007199	DHELO.22934	DHELO
OG0007199	HAXYR.10317	HAXYR
OG0007199	HSEDE.1523	HSEDE
OG0007199	HVIGI.10924	HVIGI
OG0007199	HVIMA.4106	HVIMA
OG0007199	MDISC.1844	MDISC
OG0007199	NPUMI.11897	NPUMI
OG0007199	PJAPO.1499	PJAPO
OG0008762	ABIPU.9014	ABIPU
OG0008762	CIMPU.12537	CIMPU
OG0008762	CMONT.23390	CMONT
OG0008762	CSEPT.4271	CSEPT
OG0008762	DHELO.8738	DHELO
OG0008762	HAXYR.7089	HAXYR
OG0008762	HSEDE.10401	HSEDE
OG0008762	HVIGI.15192	HVIGI
OG0008762	HVIMA.12988	HVIMA
OG0008762	MDISC.8137	MDISC
OG0008762	NPUMI.11477	NPUMI
OG0008762	PJAPO.2049	PJAPO
OG0005623	ABIPU.6759	ABIPU
OG0005623	CIMPU.31364	CIMPU
OG0005623	CMONT.10430	CMONT
OG0005623	CSEPT.2898	CSEPT
OG0005623	DHELO.16709	DHELO
OG0005623	HAXYR.10039	HAXYR
OG0005623	HSEDE.23070	HSEDE
OG0005623	HVIGI.9303	HVIGI
OG0005623	HVIMA.12915	HVIMA
OG0005623	MDISC.4795	MDISC
OG0005623	NPUMI.2382	NPUMI
OG0005623	PJAPO.39565	PJAPO
OG0003456	ABIPU.10061	ABIPU
OG0003456	CIMPU.21568	CIMPU
OG0003456	CMONT.16672	CMONT
OG0003456	CSEPT.8595	CSEPT
OG0003456	DHELO.9520	DHELO
OG0003456	HAXYR.4450	HAXYR
OG0003456	HSEDE.792	HSEDE
OG0003456	HVIGI.1776	HVIGI
OG0003456	HVIMA.22510	HVIMA
OG0003456	MDISC.11532	MDISC
OG0003456	NPUMI.2844	NPUMI
OG0003456	PJAPO.5421	PJAPO
OG0008880	ABIPU.11883	ABIPU
OG0008880	CIMPU.9224	CIMPU
OG0008880	CMONT.11732	CMONT
OG0008880	CSEPT.7938	CSEPT
OG0008880	DHELO.2131	DHELO
OG0008880	HAXYR.10862	HAXYR
OG0008880	HSEDE.5465	HSEDE
OG0008880	HVIGI.18086	HVIGI
OG0008880	HVIMA.18120	HVIMA
OG0008880	MDISC.3927	MDISC
OG0008880	NPUMI.6443	NPUMI
OG0008880	PJAPO.13951	PJAPO
OG0009696	ABIPU.13126	ABIPU
OG0009696	CIMPU.28063	CIMPU
OG0009696	CMONT.15881	CMONT
OG0009696	CSEPT.14198	CSEPT
OG0009696	DHELO.5665	DHELO
OG0009696	HAXYR.13672	HAXYR
OG0009696	HSEDE.11354	HSEDE
OG0009696	HVIGI.13683	HVIGI
OG0009696	HVIMA.16288	HVIMA
OG0009696	MDISC.4429	MDISC
OG0009696	NPUMI.1401	NPUMI
OG0009696	PJAPO.1967	PJAPO
OG0008610	ABIPU.61	ABIPU
OG0008610	CIMPU.28934	CIMPU
OG0008610	CMONT.22610	CMONT
OG0008610	CSEPT.9567	CSEPT
OG0008610	DHELO.4042	DHELO
OG0008610	HAXYR.10456	HAXYR
OG0008610	HSEDE.11564	HSEDE
OG0008610	HVIGI.6210	HVIGI
OG0008610	HVIMA.22261	HVIMA
OG0008610	MDISC.13159	MDISC
OG0008610	NPUMI.9303	NPUMI
OG0008610	PJAPO.4545	PJAPO
OG0007443	ABIPU.1225	ABIPU
OG0007443	CIMPU.9392	CIMPU
OG0007443	CMONT.16987	CMONT
OG0007443	CSEPT.2741	CSEPT
OG0007443	DHELO.9461	DHELO
OG0007443	HAXYR.9013	HAXYR
OG0007443	HSEDE.8060	HSEDE
OG0007443	HVIGI.8649	HVIGI
OG0007443	HVIMA.12632	HVIMA
OG0007443	MDISC.8888	MDISC
OG0007443	NPUMI.14050	NPUMI
OG0007443	PJAPO.24269	PJAPO
OG0006546	ABIPU.14101	ABIPU
OG0006546	CIMPU.28804	CIMPU
OG0006546	CMONT.2230	CMONT
OG0006546	CSEPT.5247	CSEPT
OG0006546	DHELO.18566	DHELO
OG0006546	HAXYR.10223	HAXYR
OG0006546	HSEDE.1091	HSEDE
OG0006546	HVIGI.5048	HVIGI
OG0006546	HVIMA.14380	HVIMA
OG0006546	MDISC.12236	MDISC
OG0006546	NPUMI.10203	NPUMI
OG0006546	PJAPO.17215	PJAPO
OG0007405	ABIPU.14623	ABIPU
OG0007405	CIMPU.15466	CIMPU
OG0007405	CMONT.6488	CMONT
OG0007405	CSEPT.7363	CSEPT
OG0007405	DHELO.20184	DHELO
OG0007405	HAXYR.9816	HAXYR
OG0007405	HSEDE.926	HSEDE
OG0007405	HVIGI.12949	HVIGI
OG0007405	HVIMA.13244	HVIMA
OG0007405	MDISC.8203	MDISC
OG0007405	NPUMI.9947	NPUMI
OG0007405	PJAPO.32052	PJAPO
OG0006756	ABIPU.15564	ABIPU
OG0006756	CIMPU.27804	CIMPU
OG0006756	CMONT.16749	CMONT
OG0006756	CSEPT.843	CSEPT
OG0006756	DHELO.3705	DHELO
OG0006756	HAXYR.4846	HAXYR
OG0006756	HSEDE.10411	HSEDE
OG0006756	HVIGI.20603	HVIGI
OG0006756	HVIMA.2886	HVIMA
OG0006756	MDISC.10451	MDISC
OG0006756	NPUMI.12924	NPUMI
OG0006756	PJAPO.5042	PJAPO
OG0006067	ABIPU.19130	ABIPU
OG0006067	CIMPU.16672	CIMPU
OG0006067	CMONT.21380	CMONT
OG0006067	CSEPT.4672	CSEPT
OG0006067	DHELO.8379	DHELO
OG0006067	HAXYR.2701	HAXYR
OG0006067	HSEDE.22395	HSEDE
OG0006067	HVIGI.12087	HVIGI
OG0006067	HVIMA.12927	HVIMA
OG0006067	MDISC.1557	MDISC
OG0006067	NPUMI.15149	NPUMI
OG0006067	PJAPO.22583	PJAPO
OG0006665	ABIPU.1928	ABIPU
OG0006665	CIMPU.24344	CIMPU
OG0006665	CMONT.14184	CMONT
OG0006665	CSEPT.13071	CSEPT
OG0006665	DHELO.16572	DHELO
OG0006665	HAXYR.8010	HAXYR
OG0006665	HSEDE.16254	HSEDE
OG0006665	HVIGI.11668	HVIGI
OG0006665	HVIMA.21830	HVIMA
OG0006665	MDISC.6678	MDISC
OG0006665	NPUMI.357	NPUMI
OG0006665	PJAPO.38370	PJAPO
OG0008706	ABIPU.11378	ABIPU
OG0008706	CIMPU.16161	CIMPU
OG0008706	CMONT.16798	CMONT
OG0008706	CSEPT.2941	CSEPT
OG0008706	DHELO.7791	DHELO
OG0008706	HAXYR.10342	HAXYR
OG0008706	HSEDE.23089	HSEDE
OG0008706	HVIGI.6752	HVIGI
OG0008706	HVIMA.17311	HVIMA
OG0008706	MDISC.11278	MDISC
OG0008706	NPUMI.11508	NPUMI
OG0008706	PJAPO.2805	PJAPO
OG0008152	ABIPU.7760	ABIPU
OG0008152	CIMPU.4027	CIMPU
OG0008152	CMONT.19622	CMONT
OG0008152	CSEPT.6973	CSEPT
OG0008152	DHELO.1780	DHELO
OG0008152	HAXYR.9400	HAXYR
